NAT	0.001292	56	22
AFR	0.108703	56	22
NAT	0.005179	56	22
AFR	0.075373	56	22
NAT	0.113259	56	22
AFR	0.177566	56	22
NAT	0.115976	56	22
AFR	0.002370	56	22
NAT	0.099583	56	22
AFR	0.016102	56	22
NAT	0.006423	57	22
AFR	0.005529	57	22
NAT	0.457163	57	22
EUR	0.061566	57	22
NAT	0.194202	57	22
NAT	0.087627	58	22
AFR	0.122365	58	22
NAT	0.213317	58	22
AFR	0.160044	58	22
NAT	0.141530	58	22
AFR	0.281333	59	22
NAT	0.052778	59	22
AFR	0.188189	59	22
NAT	0.189684	59	22
AFR	0.012898	59	22
AFR	0.151939	60	22
NAT	0.145568	60	22
AFR	0.250467	60	22
EUR	0.176908	60	22
NAT	0.338622	61	22
AFR	0.093391	61	22
NAT	0.107091	61	22
AFR	0.185778	61	22
AFR	0.104141	62	22
NAT	0.041830	62	22
EUR	0.028425	62	22
AFR	0.109317	62	22
EUR	0.128478	62	22
NAT	0.039978	62	22
EUR	0.070732	62	22
AFR	0.201980	62	22
EUR	0.724882	63	22
AFR	0.124698	64	22
NAT	0.148573	64	22
AFR	0.053627	64	22
NAT	0.058243	64	22
AFR	0.022690	64	22
EUR	0.108357	64	22
AFR	0.127941	64	22
NAT	0.080753	64	22
AFR	0.341371	65	22
NAT	0.383511	65	22
NAT	0.105709	66	22
EUR	0.058049	66	22
AFR	0.117320	66	22
NAT	0.047618	66	22
AFR	0.059842	66	22
NAT	0.021437	66	22
AFR	0.181784	66	22
EUR	0.133124	66	22
NAT	0.014360	67	22
AFR	0.106184	67	22
NAT	0.096728	67	22
AFR	0.234605	67	22
NAT	0.038386	67	22
AFR	0.066603	67	22
NAT	0.006281	67	22
AFR	0.008331	67	22
NAT	0.058706	67	22
EUR	0.022984	67	22
NAT	0.035742	67	22
AFR	0.035974	67	22
AFR	0.244115	68	22
NAT	0.103888	68	22
AFR	0.108993	68	22
NAT	0.072611	68	22
AFR	0.030089	68	22
NAT	0.004279	68	22
EUR	0.034433	68	22
AFR	0.126474	68	22
AFR	0.724882	69	22
AFR	0.039205	70	22
EUR	0.261444	70	22
AFR	0.057672	70	22
NAT	0.116982	70	22
AFR	0.156487	70	22
NAT	0.029337	70	22
AFR	0.063754	70	22
AFR	0.307317	71	22
EUR	0.037717	71	22
AFR	0.379848	71	22
AFR	0.724882	72	22
EUR	0.035239	73	22
AFR	0.006457	73	22
EUR	0.018877	73	22
AFR	0.162623	73	22
EUR	0.014094	73	22
AFR	0.212559	73	22
EUR	0.080181	73	22
AFR	0.059670	73	22
NAT	0.016241	73	22
AFR	0.118942	73	22
NAT	0.211547	74	22
EUR	0.157803	74	22
AFR	0.355532	74	22
NAT	0.086443	75	22
AFR	0.080449	75	22
EUR	0.043918	75	22
AFR	0.155159	75	22
NAT	0.190951	75	22
AFR	0.092679	75	22
EUR	0.075283	75	22
EUR	0.348415	76	22
AFR	0.134504	76	22
EUR	0.241963	76	22
NAT	0.320455	77	22
EUR	0.384836	77	22
AFR	0.019590	77	22
AFR	0.113507	78	22
EUR	0.031049	78	22
AFR	0.001905	78	22
EUR	0.052755	78	22
AFR	0.525667	78	22
AFR	0.321813	79	22
EUR	0.063814	79	22
AFR	0.112814	79	22
NAT	0.109786	79	22
AFR	0.116656	79	22
AFR	0.579670	80	22
EUR	0.145212	80	22
EUR	0.026756	81	22
AFR	0.050849	81	22
EUR	0.173721	81	22
AFR	0.073308	81	22
EUR	0.048256	81	22
AFR	0.351992	81	22
AFR	0.384469	82	22
NAT	0.024351	82	22
AFR	0.174126	82	22
EUR	0.141936	82	22
EUR	0.262766	83	22
AFR	0.070604	83	22
EUR	0.051897	83	22
NAT	0.339615	83	22
AFR	0.044186	84	22
EUR	0.210539	84	22
AFR	0.335909	84	22
EUR	0.134248	84	22
NAT	0.075138	85	22
AFR	0.022169	85	22
EUR	0.032746	85	22
NAT	0.124853	85	22
AFR	0.160095	85	22
EUR	0.309880	85	22
EUR	0.724882	86	22
AFR	0.092360	87	22
EUR	0.033278	87	22
NAT	0.057598	87	22
AFR	0.428744	87	22
NAT	0.019665	87	22
EUR	0.018103	87	22
AFR	0.075135	87	22
AFR	0.095799	88	22
NAT	0.168653	88	22
AFR	0.007919	88	22
NAT	0.038515	88	22
AFR	0.051923	88	22
NAT	0.108573	88	22
AFR	0.025133	88	22
NAT	0.093109	88	22
AFR	0.028158	88	22
NAT	0.107099	88	22
AFR	0.113869	89	22
NAT	0.135049	89	22
AFR	0.001063	89	22
NAT	0.007409	89	22
AFR	0.001332	89	22
NAT	0.182562	89	22
AFR	0.116702	89	22
EUR	0.166896	89	22
EUR	0.027865	90	22
AFR	0.053926	90	22
EUR	0.040515	90	22
AFR	0.057064	90	22
EUR	0.001647	90	22
NAT	0.235884	90	22
AFR	0.307981	90	22
EUR	0.014520	91	22
AFR	0.001486	91	22
EUR	0.041088	91	22
NAT	0.010224	91	22
AFR	0.092237	91	22
EUR	0.092927	91	22
AFR	0.000268	91	22
EUR	0.320990	91	22
AFR	0.081958	91	22
EUR	0.069183	91	22
AFR	0.724882	92	22
EUR	0.457022	93	22
AFR	0.195227	93	22
EUR	0.072633	93	22
EUR	0.002028	94	22
NAT	0.136428	94	22
AFR	0.041497	94	22
NAT	0.174337	94	22
AFR	0.130580	94	22
EUR	0.240012	94	22
EUR	0.058387	95	22
NAT	0.666495	95	22
AFR	0.031666	96	22
NAT	0.084352	96	22
AFR	0.341354	96	22
EUR	0.068053	96	22
AFR	0.006539	96	22
EUR	0.044692	96	22
NAT	0.066235	96	22
AFR	0.081991	96	22
AFR	0.076658	97	22
NAT	0.031867	97	22
EUR	0.012093	97	22
AFR	0.348384	97	22
EUR	0.032562	97	22
NAT	0.003614	97	22
AFR	0.219704	97	22
NAT	0.275868	98	22
AFR	0.125053	98	22
NAT	0.065271	98	22
AFR	0.258691	98	22
AFR	0.188044	99	22
EUR	0.069367	99	22
AFR	0.467472	99	22
